xvjSJ0ORTDk	Otwarta przestrzeń skos R+ cztery roboty zadanie 2.avi	Otwarta przestrzeń skos R+ cztery roboty zadanie 2	Open space slant R+ four robots task 2	Open space slant R+ four robots task 2 (Otwarta przestrzeń skos R+ cztery roboty zadanie 2)
EpFUgwhn0lE	Otwarta przestrzeń skos RVO cztery roboty zadanie 1.avi	Otwarta przestrzeń skos RVO cztery roboty zadanie 1	Open space slant RVO four robots task 1	Open space slant RVO four robots task 1 (Otwarta przestrzeń skos RVO cztery roboty zadanie 1)
qPoj4nlup58	Otwarta przestrzeń skos RVO cztery roboty zadanie 2.avi	Otwarta przestrzeń skos RVO cztery roboty zadanie 2	Open space slant RVO four robots task 2	Open space slant RVO four robots task 2 (Otwarta przestrzeń skos RVO cztery roboty zadanie 2)
_Tm43SmLedc	Przejście przez drzwi PF 1-H1.avi	Przejście przez drzwi PF 1-H1	Passage PF 1-H1	Passage PF 1-H1 (Przejście przez drzwi PF 1-H1)
cLqNB0dsc4M	Przejście przez drzwi PF 1-H2.avi	Przejście przez drzwi PF 1-H2	Passage PF 1-H2	Passage PF 1-H2 (Przejście przez drzwi PF 1-H2)
PHW8u-Q3XCg	Przejście przez drzwi PF+ 1-H1.avi	Przejście przez drzwi PF+ 1-H1	Passage PF+ 1-H1	Passage PF+ 1-H1 (Przejście przez drzwi PF+ 1-H1)
0_fpP63sW0E	Przejście przez drzwi PF+ 1-H2.avi	Przejście przez drzwi PF+ 1-H2	Passage PF+ 1-H2	Passage PF+ 1-H2 (Przejście przez drzwi PF+ 1-H2)
5mVwC5RSEZo	Przejście przez drzwi R 1-H1.avi	Przejście przez drzwi R 1-H1	Passage R 1-H1	Passage R 1-H1 (Przejście przez drzwi R 1-H1)
p0wgNgfuOHs	Przejście przez drzwi R 1-H2.avi	Przejście przez drzwi R 1-H2	Passage R 1-H2	Passage R 1-H2 (Przejście przez drzwi R 1-H2)
gN6046S-iEk	Przejście przez drzwi R+ 1-H1.avi	Przejście przez drzwi R+ 1-H1	Passage R+ 1-H1	Passage R+ 1-H1 (Przejście przez drzwi R+ 1-H1)
ji3wVt9Met0	Przejście przez drzwi R+ 1-H2.avi	Przejście przez drzwi R+ 1-H2	Passage R+ 1-H2	Passage R+ 1-H2 (Przejście przez drzwi R+ 1-H2)
